Scr_port,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,Attack_label,Derived_Attack_Class
51353.0,80.0,2,4,0.100222,630.0,313.0,1,0.0,True,True,True,True,True,False,False,5.0,842.0,5.0,525.0,2310.0,10.0,99.77849175,23048.83159,0.5,0.5,0.637229437,0.362770563,3.786,3.262423026,2.38,4.049034453,2.171,1.063686514,0.302,0.315144411,91.362,5.902307684,19.7,21.39182087,15.4,20.49487741,4.3,3.9,1.41,0.02,915960.0,3161.115246,0.4,0.489897949,1457.1,406.655493,0,0,0,0,0,0,1,0,0,benign
43109.0,2260.0,2,11,0.000288,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,6944.444444,291666.6667,0.5,0.5,0.523809524,0.476190476,2.196,3.919395872,1.882,1.415922314,1.955,0.927375329,0.1,0.122474487,93.868,5.315238094,9.1,16.34900609,5.5,16.5,3.6,1.280624847,0.92,0.04,915466.0,1119.401626,1.5,1.857417562,1207.5,98.09408749,0,0,0,0,0,0,0,0,1,mqtt_iot
37272.0,25.0,2,14,0.63323,568.0,182.0,1,0.0,True,True,True,True,True,False,False,12.0,1200.0,12.0,814.0,2764.0,24.0,37.90092068,4364.922698,0.5,0.5,0.639652677,0.360347323,2.151,3.945626566,1.391,0.587527872,1.645,0.973337043,0.253,0.196267674,94.561,5.047079254,10.1,1.7,0.0,0.0,10.1,1.7,0.595,0.032015621,916594.8,1789.185334,0.0,0.0,1265.8,307.4979024,0,0,0,0,0,0,0,0,1,other_attack
42012.0,80.0,2,4,0.049516,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,302.9323855,331933.1125,0.666666667,0.333333333,0.923825748,0.076174252,5.1,2.536592202,1.062,0.554973873,3.966,1.602337043,0.379,0.345932074,89.492,3.580516164,11.5,3.383784863,1.4,2.939387691,10.1,2.42693222,0.367,0.021,922212.4,1534.304742,1.598,3.199755616,1343.659,282.5697198,0,0,1,1,1,1,0,1,1,auth_privilege
52385.0,53.0,3,2,8.03041,123.0,0.0,1,0.0,False,False,False,True,False,False,False,3.0,207.0,0.0,0.0,330.0,3.0,0.373579929,41.09379222,1.0,0.0,1.0,0.0,3.406,7.437421865,2.054,1.356998158,2.533,2.002678456,1.666,3.055454794,90.342,10.73445276,24.7,23.6010593,15.4,20.62619693,9.3,10.00049999,0.245,0.015,911528.8,528.6111614,0.8,0.4,1433.8,296.382793,0,0,0,0,0,0,0,0,1,dns
53713.0,80.0,2,4,5.660697,9921.0,171038.0,1,0.0,True,True,True,True,True,False,False,91.0,13573.0,142.0,176730.0,371262.0,233.0,41.16100897,65585.91636,0.39055794,0.60944206,0.063281456,0.936718544,7.472,5.25732023,1.799,1.28342082,1.942,0.516232506,2.326,2.938758922,86.462,5.520546712,36.0,22.94340864,24.5,24.63838469,11.5,10.47138959,0.616,0.034117444,914707.2,2529.916236,0.8,0.748331477,1524.4,376.5411531,0,0,0,0,0,0,1,0,0,benign
62673.0,53.0,3,2,0.000115,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,17391.30435,1773913.043,0.5,0.5,0.5,0.5,2.283,3.27198426,1.57,0.957277389,2.1,1.396624502,2.486,5.070887891,91.56,9.850822301,3.4,0.916515139,0.1,0.3,3.3,0.9,0.823,0.090005555,913207.2,5198.26765,0.6,0.489897949,1070.6,103.8847438,0,0,0,0,0,0,0,0,0,benign
39344.0,80.0,2,4,0.087219,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,12.0,7924.0,6.0,812.0,16568.0,18.0,206.3770509,189958.6099,0.666666667,0.333333333,0.921294061,0.078705939,3.299,1.439468305,1.269,1.210507745,3.502,0.768294214,0.456,0.354462974,91.478,1.789401017,11.8,5.344155686,1.0,3.0,10.8,4.142463035,0.438,0.031240999,915653.6,1275.403246,11.1,4.784349486,1547.9,219.1658961,0,0,1,1,1,1,0,1,1,auth_privilege
53884.0,53.0,3,2,0.000187,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,10695.18717,1090909.091,0.5,0.5,0.5,0.5,5.151,5.003131919,2.119,1.303253237,2.752,1.369779544,2.267,2.249644639,87.713,5.906740302,11.9,9.812746812,8.7,9.497894504,3.2,0.6,0.826,0.011135529,916992.8,2262.93459,0.3,0.458257569,1522.8,286.0761437,0,0,0,0,0,0,0,0,0,benign
35435.0,5683.0,3,0,16.888182,1124.0,0.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,0.0,0.0,2304.0,2.0,0.118426009,136.4267628,1.0,0.0,1.0,0.0,33.809,10.25127158,3.716,1.968497904,10.956,2.382272864,0.105,0.128627369,51.412,12.81965039,4.7,2.1,1.3,2.002498439,3.4,1.2,1.679,0.023430749,912333.2,4077.240263,0.0,0.0,13293.2,2063.85265,0,0,0,0,0,0,1,0,1,host_process
44255.0,80.0,2,4,0.098186,1910.0,2077.0,1,0.0,True,True,True,True,True,False,False,11.0,2490.0,9.0,2553.0,9030.0,20.0,203.6950278,91968.30505,0.55,0.45,0.487264673,0.512735327,5.149,6.16153463,7.486,2.969872725,3.842,1.411189569,0.127,0.127047235,83.392,9.76716315,4.8,3.919183588,1.3,2.83019434,3.5,1.204159458,0.49,0.02,914750.4,2194.585483,1.6,1.854723699,1873.1,301.5869526,1,5,0,0,0,0,0,0,1,web_access
53206.0,38292.0,2,11,2.4e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,83333.33333,3500000.0,0.5,0.5,0.523809524,0.476190476,0.885,0.595100832,1.216,0.645897825,1.443,0.784232746,0.71,0.294176818,95.751,1.510612128,10.2,2.441311123,0.1,0.3,10.1,2.467792536,0.708,0.073184698,913467.6,907.3097817,0.8,0.4,1270.4,250.0628721,0,0,0,0,0,0,0,0,1,mqtt_iot
39762.0,53.0,3,2,0.002354,156.0,156.0,1,0.0,False,False,False,True,False,False,False,4.0,268.0,4.0,268.0,848.0,8.0,3398.470688,360237.8929,0.5,0.5,0.5,0.5,31.193,7.579807451,2.459,1.370083574,11.355,3.094344034,0.026,0.078,54.971,10.50312663,3.9,2.7,0.0,0.0,3.9,2.7,1.956,0.044090815,920439.6,1777.249515,0.0,0.0,16553.7,940.536129,0,0,0,0,0,0,0,0,1,dns
54306.0,80.0,2,4,0.105574,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,142.0804365,155682.2703,0.666666667,0.333333333,0.923825748,0.076174252,5.528,5.468169346,2.481,1.803765229,3.443,1.91509817,0.402,0.393593699,88.146,8.789806824,12.2,4.354308211,2.9,4.109744518,9.3,0.9,0.488,0.031240999,921056.8,1420.141739,8.3,5.020956084,1537.3,257.5298235,0,0,1,1,1,1,0,1,1,auth_privilege
36068.0,651.0,2,11,1.2e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,60.0,1.0,40.0,100.0,2.0,166666.6667,8333333.333,0.5,0.5,0.6,0.4,6.523,6.07937176,2.66,1.403424383,3.408,2.563215949,0.354,0.260276776,87.054,7.736539537,21.89,12.98956889,12.799,13.03010395,9.091,1.136894454,0.825,0.035,914762.8,2614.998616,3.1,2.808914381,1578.8,393.7089788,0,0,0,0,0,0,0,0,1,mqtt_iot
52118.0,52869.0,2,12,0.000899,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,2224.694105,93437.15239,0.5,0.5,0.523809524,0.476190476,6.723,7.314533546,1.345,1.238186173,2.076,1.235517705,0.203,0.152712148,89.653,8.897327745,22.4,15.48031007,13.5,15.04160896,8.9,1.3,0.276,0.028354894,910857.2,2306.409192,1.2,0.748331477,1483.8,463.7015851,0,0,0,0,0,0,0,0,1,industrial_control
59793.0,5683.0,3,0,0.006009,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,332.8340822,40605.75803,0.5,0.5,0.286885246,0.713114754,2.17,1.713703592,16.822,9.329181958,2.145,0.658790559,1.434,1.663677853,77.431,8.60817803,32.4,65.4097852,30.2,66.33068671,2.2,1.777638883,0.608,0.022271057,917763.6,3525.608918,2.9,4.182104733,1530.7,437.9657635,0,0,0,0,0,0,0,0,1,industrial_control
47930.0,1883.0,2,8,6.696351,53.0,4731.0,1,0.0,True,True,True,True,True,False,False,16.0,893.0,13.0,5415.0,11092.0,29.0,4.330716834,1656.424521,0.551724138,0.448275862,0.085286693,0.914713307,6.85,7.313055449,1.674,1.061717477,2.707,1.54867072,0.076,0.116120627,88.694,8.536070759,11.897,9.68212172,8.6,9.382963285,3.297,0.641779557,1.19,0.026457513,917805.6,1264.455867,4.1,8.7,1184.2,480.411865,0,0,0,0,0,0,1,0,1,host_process
38609.0,5683.0,3,0,0.018251,42.0,146.0,1,0.0,False,False,False,True,False,False,False,2.0,98.0,2.0,202.0,488.0,4.0,219.1660731,26738.26092,0.5,0.5,0.286885246,0.713114754,4.612,4.300883165,1.575,0.828205892,2.153,1.042967401,0.406,0.28594405,91.253,5.487899507,9.8,1.661324773,0.1,0.3,9.7,1.417744688,0.889,0.041097445,912225.2,3698.29325,1.0,0.632455532,1626.2,239.9436601,0,0,0,0,0,0,0,0,1,industrial_control
60662.0,80.0,2,4,0.206748,135.0,310.0,1,0.0,True,True,True,True,True,False,False,6.0,455.0,5.0,578.0,1478.0,11.0,53.20486776,7148.799505,0.545454545,0.454545455,0.399188092,0.600811908,6.253,6.08367989,7.21,1.214224032,5.926,1.896028481,4.799,10.96169006,75.816,14.47038783,16.7,11.97539143,1.0,2.049390153,15.7,11.16288493,1.0,0.04,921800.4,700.722941,3.8,6.368673331,2974.3,452.674066,0,0,0,0,0,0,0,0,1,web_access
48654.0,25.0,2,14,0.578447,568.0,182.0,1,0.0,True,True,True,True,True,False,False,12.0,1200.0,12.0,814.0,2764.0,24.0,41.49040448,4778.311583,0.5,0.5,0.639652677,0.360347323,6.635,6.287328924,3.522,0.954471582,2.69,1.248046473,0.175,0.114564392,86.976,8.169433518,3.7,1.1,0.0,0.0,3.7,1.1,0.966,0.051224994,913771.6,2047.060292,1.5,3.07408523,1204.0,184.0918249,0,0,0,0,0,0,0,0,1,other_attack
50464.0,1085.0,2,11,0.001612,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,1240.694789,52109.18114,0.5,0.5,0.523809524,0.476190476,0.838,0.667394936,1.041,0.236408545,1.624,0.654892358,0.176,0.115256236,96.323,1.02046117,9.2,1.469693846,0.0,0.0,9.2,1.469693846,0.56,0.02,914496.8,1842.306207,1.0,0.632455532,1210.2,375.7099413,0,0,0,0,0,0,0,0,1,mqtt_iot
41040.0,80.0,2,4,0.064626,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,232.1047257,254324.8847,0.666666667,0.333333333,0.923825748,0.076174252,8.391,8.863333966,3.326,1.992687632,4.111,1.73942203,0.38,0.457646152,83.792,12.01085659,22.6,28.62586243,16.5,24.23324163,6.1,6.670082458,1.135,0.042720019,914521.2,2143.143896,10.0,4.5607017,1383.5,162.0902526,0,0,1,1,1,1,0,1,1,auth_privilege
46466.0,80.0,2,4,0.223778,131.0,310.0,1,0.0,True,True,True,True,True,False,False,6.0,451.0,5.0,578.0,1470.0,11.0,49.15585983,6569.010358,0.545454545,0.454545455,0.395918367,0.604081633,6.307,4.010391627,5.991,1.405848143,5.46,1.243953375,0.691,1.029363396,81.549,6.563985756,11.4,8.272847152,7.9,8.360023923,3.5,1.024695077,1.903,0.043139309,921170.8,2355.504226,0.8,0.4,2656.8,342.6154696,1,5,0,0,0,0,0,0,1,web_access
49762.0,80.0,2,4,0.050136,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,299.1862135,327828.307,0.666666667,0.333333333,0.923825748,0.076174252,9.085,8.289395937,2.783,1.786197358,3.51,1.451295973,9.253,15.09763097,75.371,15.64611802,20.672,16.30975953,13.774,18.02586153,6.898,7.636074646,0.732,0.038418745,915444.4,1904.117181,8.5,4.842520005,1379.8,289.4017277,0,0,1,1,1,1,0,1,1,auth_privilege
17888.0,53.0,3,2,0.00018,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,11111.11111,1133333.333,0.5,0.5,0.5,0.5,10.434,8.83810749,2.88,1.505669286,3.245,1.807198108,0.228,0.210466149,83.214,11.77835914,14.3,9.187491497,8.6,9.090654542,5.7,3.407345007,0.663,0.028301943,910093.2,1316.260217,1.3,0.458257569,1380.8,329.8659728,0,0,0,0,0,0,0,0,0,benign
56191.0,53.0,3,2,0.000211,51.0,51.0,1,0.0,False,False,False,True,False,False,False,1.0,79.0,1.0,79.0,260.0,2.0,9478.672986,1232227.488,0.5,0.5,0.5,0.5,8.959,6.445594542,2.853,4.227273471,1.81,1.150469469,0.74,0.490978615,85.639,7.648775654,27.9,19.55735156,18.2,19.20312475,9.7,1.615549442,0.893,0.031,915254.0,3177.441109,1.2,1.661324773,1686.6,274.2794925,0,0,0,0,0,0,0,0,0,benign
60557.0,53.0,3,2,0.000107,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,18691.58879,1906542.056,0.5,0.5,0.5,0.5,2.348,4.384894069,1.798,0.832523874,1.798,0.820363334,1.085,2.924042578,92.973,6.366116634,11.9,9.863569334,4.3,7.29451849,7.6,8.546344248,1.74,0.05,915738.4,1109.013544,0.8,0.4,1187.5,138.3041937,0,0,0,0,0,0,0,0,0,benign
51862.0,5683.0,3,0,6.199836,1124.0,72.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,1.0,100.0,2476.0,3.0,0.483883767,399.3654026,0.666666667,0.333333333,0.930533118,0.069466882,27.216,5.701738682,1.655,0.981684776,13.101,2.007528082,0.104,0.127451952,57.925,8.415051099,3.3,0.9,0.0,0.0,3.3,0.9,2.54,0.02,914561.6,5382.002066,0.0,0.0,16543.8,1221.72352,0,0,0,0,0,0,1,0,1,host_process
44224.0,80.0,2,4,0.048224,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,311.0484406,340826.1447,0.666666667,0.333333333,0.923825748,0.076174252,2.794,2.554717988,1.161,0.279730227,3.351,1.585240991,3.088,5.177282685,89.606,4.609271526,4.6,3.903844259,0.0,0.0,4.6,3.903844259,1.575,0.065,920885.2,1776.490968,7.4,10.0019998,1364.9,441.3441854,0,0,1,1,1,1,0,1,1,auth_privilege
47079.0,65129.0,2,12,0.00024,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,8333.333333,350000.0,0.5,0.5,0.523809524,0.476190476,3.531,4.250553964,1.647,0.911526741,1.876,1.253261345,0.759,0.577554326,92.191,5.561622875,19.2,10.07769815,9.6,10.10148504,9.6,1.2,0.138,0.008717798,913296.0,1710.446024,1.3,0.9,1364.2,210.3410564,0,0,0,0,0,0,0,0,1,industrial_control
38255.0,5683.0,3,0,59.030332,1686.0,72.0,1,0.0,False,False,False,True,False,False,False,3.0,1770.0,1.0,100.0,3628.0,4.0,0.067761774,61.45992877,0.75,0.25,0.952590959,0.047409041,27.917,6.274532732,1.923,1.329270853,11.02,1.293011988,0.053,0.106023582,59.086,7.609799209,3.0,0.0,0.0,0.0,3.0,0.0,2.44,0.02,917996.8,2352.871811,0.0,0.0,16158.9,1018.095914,0,0,0,0,0,0,1,0,1,host_process
34370.0,1641.0,2,11,0.000162,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,12345.67901,518518.5185,0.5,0.5,0.523809524,0.476190476,3.542,3.607150676,2.179,3.767103529,1.695,1.18782364,2.661,5.812351417,89.925,13.49630931,24.2,19.10916011,13.0,16.68532289,11.2,5.670978752,0.79,0.026457513,907813.2,5435.486083,0.8,0.4,1333.7,277.8409797,0,0,0,0,0,0,0,0,1,mqtt_iot
53064.0,53.0,3,2,0.00036,43.0,43.0,1,0.0,False,False,False,True,False,False,False,1.0,71.0,1.0,71.0,228.0,2.0,5555.555556,633333.3333,0.5,0.5,0.5,0.5,0.585,0.425070582,1.652,0.934470973,2.236,1.027104668,1.908,3.312901447,93.619,3.672548026,12.6,10.68831137,3.0,5.234500931,9.6,8.890444308,0.316,0.029393877,917138.0,3860.959984,3.5,8.845903006,1469.8,490.1607491,0,0,0,0,0,0,0,0,0,benign
49549.0,53.0,3,2,0.000213,41.0,41.0,1,0.0,False,False,False,True,False,False,False,1.0,69.0,1.0,69.0,220.0,2.0,9389.671362,1032863.85,0.5,0.5,0.5,0.5,1.119,0.599607372,18.8,3.300590856,3.3,0.830566072,3.769,2.367912372,73.011,3.023869872,324.9,197.906771,322.0,199.2716739,2.9,6.759437846,0.554,0.024979992,891348.8,19345.95381,1.4,1.356465997,2976.3,1107.188787,0,0,0,0,0,0,0,0,1,dns
57714.0,5683.0,3,0,0.009841,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,203.2313789,24794.22823,0.5,0.5,0.286885246,0.713114754,6.107,6.324039927,2.979,1.842962018,2.831,1.32013219,0.689,1.488955674,87.396,8.747079741,14.351,16.01844527,0.0,0.0,14.351,16.01844527,1.083,0.0948736,914953.2,2441.973661,1.2,0.748331477,1902.8,386.2457249,0,0,0,0,0,0,0,0,1,industrial_control
50243.0,5683.0,3,0,58.191353,1686.0,72.0,1,0.0,False,False,False,True,False,False,False,3.0,1770.0,1.0,100.0,3628.0,4.0,0.068738735,62.34603275,0.75,0.25,0.952590959,0.047409041,25.809,5.060145156,1.453,1.087437814,10.201,2.687889321,1.808,4.664737506,60.731,7.733660776,15.6,34.84594668,12.6,34.84594668,3.0,0.0,2.201,0.054671748,916337.2,1888.191558,0.0,0.0,14979.2,2450.382044,0,0,0,0,0,0,1,0,1,host_process
37022.0,53.0,3,2,0.001908,156.0,156.0,1,0.0,False,False,False,True,False,False,False,4.0,268.0,4.0,268.0,848.0,8.0,4192.872117,444444.4444,0.5,0.5,0.5,0.5,1.119,0.599607372,18.8,3.300590856,3.3,0.830566072,3.769,2.367912372,73.011,3.023869872,324.9,197.906771,322.0,199.2716739,2.9,6.759437846,0.554,0.024979992,891348.8,19345.95381,1.4,1.356465997,2976.3,1107.188787,0,0,0,0,0,0,0,0,1,dns
59958.0,5683.0,3,0,0.010186,42.0,146.0,1,0.0,False,False,False,True,False,False,False,2.0,98.0,2.0,202.0,488.0,4.0,392.6958571,47908.89456,0.5,0.5,0.286885246,0.713114754,2.077,0.488406593,1.371,0.607938319,1.873,0.556741412,0.101,0.123729544,94.582,0.991290069,5.3,5.441507144,0.0,0.0,5.3,5.441507144,0.67,0.03,910777.6,809.7035507,1.3,1.187434209,1480.0,206.1848685,0,0,0,0,0,0,0,0,1,industrial_control
46129.0,502.0,2,7,1.453112,4800.0,4400.0,1,0.0,True,True,True,True,True,False,False,405.0,25868.0,404.0,25416.0,60484.0,809.0,556.7361635,41623.77023,0.500618047,0.499381953,0.507043185,0.492956815,9.878,12.2452087,4.931,3.007236106,3.598,3.013950232,0.152,0.170105849,81.44,17.19155898,8.1,10.14347081,4.1,9.679359483,4.0,2.19089023,0.585,0.025,905642.4,9797.377314,3.699,8.474397265,1715.134,685.2739318,0,0,0,0,0,0,1,0,1,host_process
42522.0,53.0,3,2,0.000196,41.0,41.0,1,0.0,False,False,False,True,False,False,False,1.0,69.0,1.0,69.0,220.0,2.0,10204.08163,1122448.98,0.5,0.5,0.5,0.5,4.935,3.553438476,1.688,0.78751254,2.014,0.791949493,0.302,0.29464555,91.059,4.047140843,27.5,22.0102249,16.7,18.87352643,10.8,5.173006863,0.218,0.022715633,917912.0,2446.404055,0.999,0.632462647,1507.88,303.2873383,0,0,0,0,0,0,0,0,1,dns
58294.0,5683.0,3,0,0.00993,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,201.4098691,24572.00403,0.5,0.5,0.286885246,0.713114754,4.938,5.703942146,2.038,0.740875158,2.447,1.174087305,0.331,0.11945292,90.245,7.450547966,20.1,7.917701687,7.5,7.5,12.6,5.238320341,0.605,0.035,914787.6,2653.599789,1.1,0.830662386,1582.8,276.2635698,0,0,0,0,0,0,0,0,1,industrial_control
43742.0,5683.0,3,0,0.010725,42.0,146.0,1,0.0,False,False,False,True,False,False,False,2.0,98.0,2.0,202.0,488.0,4.0,372.960373,45501.1655,0.5,0.5,0.286885246,0.713114754,7.279,5.180572266,2.602,1.345412948,2.579,1.255041434,0.078,0.119146968,87.462,7.132449509,3.0,0.0,0.0,0.0,3.0,0.0,0.855,0.035,911875.2,2919.273773,1.0,0.632455532,1619.6,278.8649135,0,0,0,0,0,0,0,0,1,industrial_control
46535.0,5683.0,3,0,56.533743,1124.0,0.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,0.0,0.0,2304.0,2.0,0.035377102,40.75442166,1.0,0.0,1.0,0.0,30.459,14.12975899,2.275,1.519014483,10.929,4.371154195,0.077,0.117647779,56.262,18.45793206,8.2,6.079473661,4.5,6.103277808,3.7,1.55241747,2.372,0.104670913,920409.2,3586.937212,0.0,0.0,10036.4,3518.599017,0,0,0,0,0,0,1,0,1,host_process
42727.0,53.0,3,2,0.000303,41.0,41.0,1,0.0,False,False,False,True,False,False,False,1.0,69.0,1.0,69.0,220.0,2.0,6600.660066,726072.6073,0.5,0.5,0.5,0.5,4.886,3.509684316,0.939,0.428239419,1.623,0.74873293,0.686,0.613142724,91.864,4.303856875,24.9,19.63899183,17.6,16.77021169,7.3,7.912648103,0.66,0.03,916470.0,972.8346211,0.6,0.489897949,1485.3,153.3845168,0,0,0,0,0,0,0,0,1,dns
40283.0,5683.0,3,0,0.022076,44.0,129.0,1,0.0,False,False,False,True,False,False,False,2.0,100.0,2.0,185.0,458.0,4.0,181.192245,20746.51205,0.5,0.5,0.31441048,0.68558952,4.655,4.275577739,2.058,0.952037814,2.463,1.173576159,0.203,0.152712148,90.621,5.953980937,10.5,6.726812024,6.9,6.47224845,3.6,1.356465997,0.895,0.049244289,916888.4,3898.001724,1.0,0.632455532,1587.2,299.4086839,0,0,0,0,0,0,0,0,1,industrial_control
36076.0,25.0,2,14,0.617236,568.0,182.0,1,0.0,True,True,True,True,True,False,False,12.0,1200.0,12.0,814.0,2764.0,24.0,38.88302043,4478.027853,0.5,0.5,0.639652677,0.360347323,4.963,7.641082449,2.69,1.870882145,2.206,2.211140882,0.327,0.226585525,89.814,11.38816245,14.6,11.05621997,11.0,11.01816682,3.6,1.2,0.658,0.038935845,916334.0,1297.224422,0.0,0.0,1353.9,371.5867194,0,0,0,0,0,0,0,0,1,other_attack
36034.0,1067.0,2,11,1.7e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,117647.0588,4941176.471,0.5,0.5,0.523809524,0.476190476,3.431,3.897713304,1.727,1.266633728,1.875,0.741758047,0.378,0.169988235,92.591,5.242931337,12.2,6.415605973,2.2,6.273754857,10.0,1.341640786,0.663,0.021,913088.4,2126.424567,0.8,0.4,1233.7,216.1569106,0,0,0,0,0,0,0,0,1,mqtt_iot
55469.0,5683.0,3,0,0.012758,44.0,129.0,1,0.0,False,False,False,True,False,False,False,2.0,100.0,2.0,185.0,458.0,4.0,313.5287663,35899.04374,0.5,0.5,0.31441048,0.68558952,4.559,4.82477243,1.948,1.303716227,2.71,1.01886211,4.582,7.861518683,86.204,9.803875968,9.9,2.11896201,0.0,0.0,9.9,2.11896201,0.68,0.03,913200.8,1604.347892,1.0,1.0,1656.5,397.7313792,0,0,0,0,0,0,0,0,1,industrial_control
55018.0,80.0,2,4,0.004575,154.0,739.0,1,0.0,True,True,True,True,True,False,False,6.0,474.0,4.0,955.0,2322.0,10.0,2185.79235,507540.9836,0.6,0.4,0.270456503,0.729543497,14.28,8.093830984,3.456,2.531206037,4.444,1.73669341,0.635,0.657499049,77.188,11.23207621,26.0,16.4924225,14.8,16.83330033,11.2,3.6,2.576,0.052,909162.8,3367.710225,1.7,0.781024968,1680.3,191.6904014,0,0,1,1,1,1,0,1,1,auth_privilege
45904.0,80.0,2,4,0.053424,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,280.7726864,307651.9916,0.666666667,0.333333333,0.923825748,0.076174252,9.136,6.020048505,2.217,1.293940107,4.287,1.469884689,0.227,0.210335446,84.135,7.775850114,10.7,7.085901495,6.7,6.972087205,4.0,2.049390153,1.558,0.031240999,916100.0,1832.812047,7.4,5.480875842,1578.4,281.1057452,0,0,1,1,1,1,0,1,1,auth_privilege
58140.0,49158.0,2,12,8.2e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,24390.2439,1024390.244,0.5,0.5,0.523809524,0.476190476,3.355,3.443025559,2.119,1.020543483,1.911,0.730019863,2.856,5.151285665,89.76,8.868529754,14.5,16.01405633,0.0,0.0,14.5,16.01405633,0.454,0.061514226,912968.0,2164.914409,0.9,0.538516481,1478.9,365.7035548,0,0,0,0,0,0,0,0,1,industrial_control
54816.0,5683.0,3,0,0.004463,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,448.1290612,54671.74546,0.5,0.5,0.286885246,0.713114754,2.057,0.615825462,1.166,0.304538996,1.447,0.700057855,0.252,0.390532969,95.079,1.209301038,5.1,3.832753579,0.0,0.0,5.1,3.832753579,0.405,0.035,915106.0,372.8774598,0.8,0.4,1382.9,287.339329,0,0,0,0,0,0,0,0,1,industrial_control
59176.0,199.0,2,11,0.000714,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,60.0,1.0,40.0,100.0,2.0,2801.120448,140056.0224,0.5,0.5,0.6,0.4,5.239,5.512887537,2.142,1.587229032,2.528,1.376428712,0.152,0.170105849,89.94,7.740448307,3.904,1.556529473,0.607,1.525333078,3.297,0.642620417,0.399,0.019209373,911747.6,1624.674195,0.9,0.538516481,1541.2,250.7025329,0,0,0,0,0,0,0,0,1,mqtt_iot
